coin|name|inner_coin|inner_name|depositenable|withdrawenable|network
ROSN|ROSEON FINANCE|ROSN|ROSEON FINANCE|True|True|BNB Smart Chain(BEP20)
YACHT|YachtingVerse|YACHT|YachtingVerse|True|True|Arbitrum One(ARB)
SONIC1|SONIC|SONIC1|SONIC|False|True|Ethereum(ERC20)
WEST|WEST|WEST|WEST|False|False|WEST
MEMEMINT|MEME MINT|MEMEMINT|MEME MINT|True|True|BNB Smart Chain(BEP20)
WNDR|Wonderman Nation|WNDR|Wonderman Nation|False|True|BNB Smart Chain(BEP20)
KMICE|Scklingmice|KMICE|Scklingmice|False|True|BNB Smart Chain(BEP20)
RILLA|RillaFi|RILLA|RillaFi|True|True|Optimism(OP)
SMLOLD|Smell Token|SMLOLD|Smell Token|False|True|Ethereum(ERC20)
ORBOLD|ORBCITY|ORBOLD|ORBCITY|False|True|Klaytn(KLAY)
RUGOLD|RugRadio|RUGOLD|RugRadio|False|False|Ethereum(ERC20)
SAVM|SatoshiVM|SAVM|SatoshiVM|True|True|Ethereum(ERC20)
SINSO|SINSO|SINSO|SINSO|False|True|BNB Smart Chain(BEP20)
PUBLX|PUBLC|PUBLX|PUBLC|True|True|Ethereum(ERC20)
HAWK|Hawksight|HAWK|Hawksight|False|True|Solana(SOL)
LNDX|LandX Finance|LNDX|LandX Finance|True|True|Ethereum(ERC20)
PION|PION Network|PION|PION Network|False|True|Ethereum(ERC20)
KIRBYINU|Kirby Inu|KIRBYINU|Kirby Inu|False|True|Ethereum(ERC20)
VSTA|Vesta Finance|VSTA|Vesta Finance|False|True|Arbitrum One(ARB)
BOSON|BOSON|BOSON|BOSON|True|True|Ethereum(ERC20)
QNA|QnaAI|QNA|QnaAI|True|True|Ethereum(ERC20)
GSTBSC|GreenSatoshiToken|GSTBSC|GreenSatoshiToken|False|True|BNB Smart Chain(BEP20)
WEVE|veDAO|WEVE|veDAO|False|True|Fantom(FTM)
TMNG|TMN Global|TMNG|TMN Global|True|True|Polygon(MATIC)
PIRI|PIRI|PIRI|PIRI|False|True|PIRI
QNT|Quant|QNT|Quant|True|True|Ethereum(ERC20)
NOVAX|NovaX|NOVAX|NovaX|True|True|BNB Smart Chain(BEP20)
BOBO2|BOBO 2.0|BOBO2|BOBO 2.0|False|True|Ethereum(ERC20)
AEUR|Anchored Coins EUR|AEUR|Anchored Coins EUR|True|True|Ethereum(ERC20)
AEUR|Anchored Coins EUR|AEUR|Anchored Coins EUR|True|True|BNB Smart Chain(BEP20)
UNICE|UNICE|UNICE|UNICE|True|True|BNB Smart Chain(BEP20)
AURAOLD|Aura|AURAOLD|Aura|False|False|BNB Smart Chain(BEP20)
QOM|Shiba Predator|QOM|Shiba Predator|False|True|Ethereum(ERC20)
AVXT|Avaxtars Token|AVXT|Avaxtars Token|False|True|Avalanche C Chain(AVAX CCHAIN)
WAGMI|Wagmi Coin|WAGMI|Wagmi Coin|False|True|Ethereum(ERC20)
CTNOLD|Continuum Finance|CTNOLD|Continuum Finance|False|True|BNB Smart Chain(BEP20)
AVXL|AvaXlauncher|AVXL|AvaXlauncher|False|True|BNB Smart Chain(BEP20)
ELON2024|ELON 2024|ELON2024|ELON 2024|True|True|BNB Smart Chain(BEP20)
POINT|POINT|POINT|POINT|False|True|POINT
POINT|POINT|POINT|POINT|False|False|POINTEVM
CREPE|CREPE|CREPE|CREPE|True|True|Polygon(MATIC)
FUFU|FuFu|FUFU|FuFu|True|True|Ethereum(ERC20)
ANARCHY|Anarchy|ANARCHY|Anarchy|False|True|Ethereum(ERC20)
THEIRSVERSENFT|THEIRSVERSENFT|THEIRSVERSENFT|THEIRSVERSENFT|False|False|NONE
LFOLD|LinkFlow|LFOLD|LinkFlow|False|False|Ethereum(ERC20)
ZAM|Zamio|ZAM|Zamio|True|True|Ethereum(ERC20)
ZAM|Zamio|ZAM|Zamio|True|True|BNB Smart Chain(BEP20)
IMPT|IMMOPET|IMPT|IMMOPET|True|True|Ethereum(ERC20)
QUICKOLD|QUICK|QUICKOLD|QUICK|False|False|Polygon(MATIC)
QUICKOLD|QUICK|QUICKOLD|QUICK|False|False|Ethereum(ERC20)
ZAX|Zillion AAKAR XO|ZAX|Zillion AAKAR XO|True|True|BNB Smart Chain(BEP20)
ZBC|Zebec|ZBC|Zebec|True|True|Solana(SOL)
AQUARIUS|Aquarius|AQUARIUS|Aquarius|False|False|Stellar(XLM)
NOTHING|NOTHING|NOTHING|NOTHING|True|True|Ethereum(ERC20)
BLAST|Blast Frontiers|BLAST|Blast Frontiers|True|True|BNB Smart Chain(BEP20)
BABYMEMECOIN|Baby Meme Coin|BABYMEMECOIN|Baby Meme Coin|True|True|BNB Smart Chain(BEP20)
ZBU|ZEEBU|ZBU|ZEEBU|True|True|BNB Smart Chain(BEP20)
GROKINU|Grok Inu|GROKINU|Grok Inu|True|True|BNB Smart Chain(BEP20)
WEWE|WEWE|WEWE|WEWE|False|True|Ethereum(ERC20)
GAYPEPE|Gaypepe|GAYPEPE|Gaypepe|False|True|BNB Smart Chain(BEP20)
DOBO|Donablock|DOBO|Donablock|True|True|BNB Smart Chain(BEP20)
BONDLYV2|BONDLYV2|BONDLYV2|BONDLYV2|True|True|Ethereum(ERC20)
QRL|Quantum R. Ledger|QRL|Quantum R. Ledger|True|True|QRL
ANKR|AnkrNetwork|ANKR|AnkrNetwork|True|True|Ethereum(ERC20)
ZCX|Unizen|ZCX|Unizen|True|True|Ethereum(ERC20)
BART2|Bart Simpson 2.0|BART2|Bart Simpson 2.0|False|True|Ethereum(ERC20)
PIVN|PIVN|PIVN|PIVN|True|True|Polygon(MATIC)
FUKU|Furukuru|FUKU|Furukuru|False|True|BNB Smart Chain(BEP20)
EGAME|EVERY GAME|EGAME|EVERY GAME|False|True|Ethereum(ERC20)
FUNFI|FUNFI|FUNFI|FUNFI|False|True|Ethereum(ERC20)
ICB|Incube Chain|ICB|Incube Chain|False|True|Ethereum(ERC20)
ICE|ICE NET|ICE|ICE NET|True|True|Ethereum(ERC20)
FLOKI2|FLOKI2.0|FLOKI2|FLOKI2.0|False|True|Ethereum(ERC20)
COPIUM|COPIUM|COPIUM|COPIUM|False|True|Ethereum(ERC20)
DODI|DoubleDice|DODI|DoubleDice|False|True|Ethereum(ERC20)
ICN|Iconomi|ICN|Iconomi|False|False|Ethereum(ERC20)
DODO|DODO|DODO|DODO|True|True|Ethereum(ERC20)
ICP|Internet Computer|ICP|Internet Computer|True|True|Internet Computer(ICP)
ZED|ZED RUN|ZED|ZED RUN|False|True|Polygon(MATIC)
ZEC|Zcash|ZEC|Zcash|True|True|ZEC
ZEE|ZeroSwap|ZEE|ZeroSwap|True|True|Ethereum(ERC20)
PRGC|ProtoReality Games|PRGC|ProtoReality Games|False|True|Solana(SOL)
ICT|ICT|ICT|ICT|True|True|ICT
ZEL|ZelCash|ZEL|ZelCash|False|True|ZEL
ZEN|Horizen|ZEN|Horizen|True|True|ZEN
QTE|Bitquiz|QTE|Bitquiz|False|True|Ethereum(ERC20)
OBROK|OBRok Token|OBROK|OBRok Token|False|True|BNB Smart Chain(BEP20)
STATOLD|STAT|STATOLD|STAT|False|False|Klaytn(KLAY)
DOGA|DOGAMI|DOGA|DOGAMI|True|True|Polygon(MATIC)
ZES|ZES|ZES|ZES|False|False|BNB Smart Chain(BEP20)
DOGE|Dogecoin|DOGE|DOGE|True|True|Dogecoin(DOGE)
DOGE|Dogecoin|DOGE|Dogecoin|True|True|BNB Smart Chain(BEP20)
ALPHA|Stella|ALPHA|Stella|True|True|Ethereum(ERC20)
ALPHA|Stella|ALPHA|Stella|True|True|BNB Smart Chain(BEP20)
SWPOLD|Kava Swap|SWPOLD|Kava Swap|False|False|KAVA
HBAR|Hedera|HBAR|Hedera|True|True|Hedera(HBAR)
TMTG|The Midas Touch Gold|TMTG|The Midas Touch Gold|False|True|Ethereum(ERC20)
QTV|QuantumVertics|QTV|QuantumVertics|True|True|BNB Smart Chain(BEP20)
ANML|Animal Concerts|ANML|Animal Concerts|True|True|Ethereum(ERC20)
QTX|Quantum X|QTX|Quantum X|True|True|BNB Smart Chain(BEP20)
IDO|IDO|IDO|IDO|False|True|BNB Smart Chain(BEP20)
ETFSOL2024|ETFSOL2024|ETFSOL2024|ETFSOL2024|False|True|Solana(SOL)
QTZ|Quartz|QTZ|Quartz|True|True|QTZ
IDV|Idavoll Network|IDV|Idavoll Network|False|True|Ethereum(ERC20)
CNAME|Cloudname|CNAME|Cloudname|False|True|BNB Smart Chain(BEP20)
QUA|Quarashi|QUA|Quarashi|False|True|BNB Smart Chain(BEP20)
QUA|Quarashi|QUA|Quarashi|False|False|Ethereum(ERC20)
IDX|ChainX|IDX|ChainX|False|False|BNB Smart Chain(BEP20)
UNLEASH|UnleashClub|UNLEASH|UnleashClub|True|True|Ethereum(ERC20)
BZAI|BandZai|BZAI|BandZai|True|True|Ethereum(ERC20)
NTRN|Neutron|NTRN|Neutron|True|True|NTRN
IECT|IENETChain|IECT|IENETChain|False|True|Ethereum(ERC20)
TECH|Cryptomeda|TECH|Cryptomeda|False|True|Ethereum(ERC20)
TECH|Cryptomeda|TECH|Cryptomeda|False|False|Polygon(MATIC)
BULL1|3X Long Bitcoin|BULL1|3X Long Bitcoin|False|True|Ethereum(ERC20)
COMBO|ComboToken|COMBO|COMBO|True|True|Ethereum(ERC20)
COMBO|ComboToken|COMBO|ComboToken|True|True|BNB Smart Chain(BEP20)
VSYS|V Systems|VSYS|V Systems|True|True|VSYS
SHIDOOLD|Shido|SHIDOOLD|Shido|False|False|BNB Smart Chain(BEP20)
SHIDOOLD|Shido|SHIDOOLD|Shido|False|False|Ethereum(ERC20)
GPAY|GIGA PAY|GPAY|GIGA PAY|False|True|BNB Smart Chain(BEP20)
DOGEPAY|Doge Payment|DOGEPAY|Doge Payment|True|False|Ethereum(ERC20)
A5T|Alpha5Token|A5T|Alpha5Token|False|True|Ethereum(ERC20)
YLDY|YLDY|YLDY|YLDY|True|True|Algorand(ALGO)
GEIST|Geist Finance|GEIST|Geist Finance|False|True|Fantom(FTM)
UFARM|UniFarm|UFARM|UniFarm|False|True|Ethereum(ERC20)
QVI|QVING|QVI|QVING|True|True|Ethereum(ERC20)
CLEV|CLever Token|CLEV|CLever Token|False|True|Ethereum(ERC20)
ZGT|Zigzach|ZGT|Zigzach|False|True|BNB Smart Chain(BEP20)
SBCC|SmartBlockChainCity|SBCC|SmartBlockChainCity|True|True|BNB Smart Chain(BEP20)
CLEO|Cleo Tech|CLEO|Cleo Tech|True|True|Polygon(MATIC)
TARAL|Tarality|TARAL|Tarality|True|True|BNB Smart Chain(BEP20)
XRPBEAR|XRPBEAR|XRPBEAR|XRPBEAR|False|True|Ethereum(ERC20)
TNGBL|Tangible|TNGBL|Tangible|False|True|Polygon(MATIC)
ANOM|Anomus|ANOM|Anomus|False|True|BNB Smart Chain(BEP20)
FUND|Unification|FUND|FUND|False|False|FUND
FUND|Unification|FUND|Unification|True|True|Ethereum(ERC20)
FUNJR|Funsjourney|FUNJR|Funsjourney|False|True|BNB Smart Chain(BEP20)
ZHT|ZeroHybrid Network|ZHT|ZeroHybrid Network|False|True|Ethereum(ERC20)
BICO|BICONOMY|BICO|BICONOMY|True|True|Ethereum(ERC20)
STEPWATCH|STEPWATCH|STEPWATCH|STEPWATCH|False|False|Polygon(MATIC)
SQTSANT|Sqtsant|SQTSANT|Sqtsant|True|True|BNB Smart Chain(BEP20)
BLANK|BLANK-BSC|BLANK|Blank Token|False|True|Ethereum(ERC20)
BLANK|BLANK-BSC|BLANK|BLANK-BSC|False|False|BNB Smart Chain(BEP20)
CLFI|cLFi|CLFI|cLFi|True|True|Ethereum(ERC20)
IGS|iGameS|IGS|iGameS|True|True|Arbitrum One(ARB)
IGU|IGU|IGU|IGU|True|True|BNB Smart Chain(BEP20)
ZIG|Zigcoin|ZIG|ZIGCOIN|True|True|Ethereum(ERC20)
ZIG|Zigcoin|ZIG|Zigcoin|True|True|BNB Smart Chain(BEP20)
TEER|Integritee Network|TEER|Integritee Network|False|False|TEER
ZIL|Zilliqa|ZIL|Zilliqa|True|True|Zilliqa(ZIL)
ZOGI|ZOGI|ZOGI|ZOGI|False|True|Ethereum(ERC20)
ZIP|Zipper|ZIP|Zipper|False|True|Ethereum(ERC20)
GHCOLD2|Galaxy Heroes Coin|GHCOLD2|Galaxy Heroes Coin|False|False|BNB Smart Chain(BEP20)
BIDZ|BIDZ Coin|BIDZ|BIDZ Coin|False|True|BNB Smart Chain(BEP20)
CTXC|Cortex|CTXC|Cortex|True|True|CTXC
CREED|Creed Finance|CREED|Creed Finance|False|True|Ethereum(ERC20)
IHC|InflationHedgingCoin|IHC|InflationHedgingCoin|False|True|BNB Smart Chain(BEP20)
ZIX|Coinzix|ZIX|Coinzix|True|True|BNB Smart Chain(BEP20)
PRMX|PREMA|PRMX|PREMA|False|True|Ethereum(ERC20)
DFYN|DFYN|DFYN|DFYN Token|True|True|Ethereum(ERC20)
DFYN|DFYN|DFYN|DFYN|True|True|Polygon(MATIC)
XIDO|XIDO FINANCE|XIDO|XIDO FINANCE|True|True|Ethereum(ERC20)
PPIZZA|P Pizza|PPIZZA|P Pizza|False|True|Ethereum(ERC20)
PALM|Palmswap|PALM|Palmswap|True|True|BNB Smart Chain(BEP20)
OOKI|Ooki Token|OOKI|Ooki Token|True|True|Ethereum(ERC20)
REVOMON|Revomon|REVOMON|Revomon|False|True|BNB Smart Chain(BEP20)
WFAI|WaifuAI|WFAI|WaifuAI|False|True|Ethereum(ERC20)
GNSSLAB|AI GENESIS LAB|GNSSLAB|AI GENESIS LAB|False|True|BNB Smart Chain(BEP20)
ANRX|AnRKey X|ANRX|AnRKey X|False|True|BNB Smart Chain(BEP20)
ANRX|AnRKey X|ANRX|AnRKey X|False|False|Polygon(MATIC)
ZKB|ZKBase|ZKB|ZKBase|True|True|Ethereum(ERC20)
ZKF|ZKFair|ZKF|ZKFair|True|True|Ethereum(ERC20)
ZKN|zkNFTex|ZKN|zkNFTex|False|True|Ethereum(ERC20)
ZKP|Panther Protocol|ZKP|Panther Protocol|True|True|Polygon(MATIC)
ZKP|Panther Protocol|ZKP|Panther Protocol|True|True|Ethereum(ERC20)
DIVER|Divergence|DIVER|Divergence|False|True|Ethereum(ERC20)
FUSE|Fuse Network|FUSE|Fuse Network|True|True|Ethereum(ERC20)
FUSE|Fuse Network|FUSE|Fuse Network|False|False|BNB Smart Chain(BEP20)
FUSE|Fuse Network|FUSE|Fuse Network|True|True|FUSE
ANTC|Kingdom of Ants|ANTC|Kingdom of Ants|True|True|Solana(SOL)
ZKS|ZKS|ZKS|ZKS|False|False|Ethereum(ERC20)
PROS|Prosper|PROS|Prosper|True|True|Ethereum(ERC20)
PROS|Prosper|PROS|Prosper|True|True|BNB Smart Chain(BEP20)
ATOLO|RIZON|ATOLO|RIZON|True|True|ATOLO
WFCA|WFCA|WFCA|WFCA|False|True|Ethereum(ERC20)
BBCOLD|BULL BTC CLUB|BBCOLD|BULL BTC CLUB|False|True|BNB Smart Chain(BEP20)
DOMO|DOMOFuture|DOMO|DOMOFuture|True|True|BNB Smart Chain(BEP20)
PHAROS|Pharos|PHAROS|Pharos|False|True|BNB Smart Chain(BEP20)
EVMOS|Evmos|EVMOS|Evmos|True|True|EVMOS
EVMOS|Evmos|EVMOS|Evmos|True|False|EVMOSETH
BIFI|BiFi|BIFI|BiFi|False|True|Ethereum(ERC20)
CELOTEST|CELOTEST|CELOTEST|CELOTEST|False|False|CELO_TEST
ARIES|AriesChain|ARIES|AriesChain|False|True|Ethereum(ERC20)
HIBEANZ|hiBEANZ|HIBEANZ|hiBEANZ|False|False|Ethereum(ERC20)
PORT3|Port3 Network|PORT3|Port3 Network|True|True|Ethereum(ERC20)
SQUID2|Squid Game 2.0|SQUID2|Squid Game 2.0|False|True|Ethereum(ERC20)
GROKCM|Grok Community|GROKCM|Grok Community|False|False|BNB Smart Chain(BEP20)
PORTO|FC Porto Fan Token|PORTO|FC Porto Fan Token|False|True|BNB Smart Chain(BEP20)
ZLW|Zelwin|ZLW|Zelwin|True|True|BNB Smart Chain(BEP20)
AIOLD|Flourishing AI|AIOLD|Flourishing AI|False|False|BNB Smart Chain(BEP20)
PRNT|Prime Numbers Labs|PRNT|Prime Numbers Labs|True|True|XDC
CREDI|Credefi|CREDI|Credefi|False|True|Ethereum(ERC20)
PAMP|Pamp Network|PAMP|Pamp Network|False|True|Ethereum(ERC20)
ANTS|Antspace|ANTS|Antspace|False|True|Arbitrum One(ARB)
FURY|Fanfury|FURY|Fanfury|False|True|JUNO
XPNET|XP NETWORK|XPNET|XP NETWORK|True|True|BNB Smart Chain(BEP20)
CTZN|Totem|CTZN|Totem|True|True|BNB Smart Chain(BEP20)
MOMOV2|MOMO V2|MOMOV2|MOMO V2|False|True|Ethereum(ERC20)
NZERO|NETZERO|NZERO|NETZERO|True|True|BNB Smart Chain(BEP20)
ZONE|GridZone.io|ZONE|GridZone.io|False|True|Ethereum(ERC20)
SEELEOLD|SEELEOLD|SEELEOLD|SEELEOLD|False|False|NONE
ENJOLD|Enjin Coin|ENJOLD|Enjin Coin|False|True|Ethereum(ERC20)
CARROT|CarrotFinance|CARROT|CarrotFinance|False|True|Tron(TRC20)
VKRC|Valkyrie Protocol|VKRC|Valkyrie Protocol|False|True|LUNC
PAPI|Papi|PAPI|Papi|False|True|Ethereum(ERC20)
AFEN|Afen Blockchain|AFEN|Afen Blockchain|False|True|BNB Smart Chain(BEP20)
ILV|Illuvium|ILV|Illuvium|True|True|Ethereum(ERC20)
PIXELPANIC|Pixel Panic|PIXELPANIC|Pixel Panic|True|True|BNB Smart Chain(BEP20)
IME|Imperium Empires|IME|Imperium Empires|False|True|Avalanche C Chain(AVAX CCHAIN)
ZEROX|ZeroX|ZEROX|ZeroX|True|True|BNB Smart Chain(BEP20)
ASTRO|Astroport Classic|ASTRO|Astroport Classic|False|True|LUNC
ASTRB|Astrobits|ASTRB|Astrobits|False|True|BNB Smart Chain(BEP20)
ASTRA|Astra Protocol|ASTRA|Astra Protocol|True|True|Ethereum(ERC20)
ZOA|Zone of Avoidance|ZOA|Zone of Avoidance|True|True|BNB Smart Chain(BEP20)
DONS|The Dons|DONS|The Dons|True|True|BNB Smart Chain(BEP20)
POKEMON|Pokemon|POKEMON|Pokemon|True|True|Ethereum(ERC20)
MMETA|Duckie Land|MMETA|Duckie Land|False|True|BNB Smart Chain(BEP20)
CREAM|CREAM|CREAM|CREAM|True|True|BNB Smart Chain(BEP20)
IMX|Immutable X|IMX|Immutable X|True|True|Ethereum(ERC20)
ZOO|Crypto World|ZOO|Crypto World|False|True|BNB Smart Chain(BEP20)
GROKAI|GROK AI|GROKAI|GROK AI|True|True|Ethereum(ERC20)
BLITZ|Blitz Labs|BLITZ|Blitz Labs|False|True|BNB Smart Chain(BEP20)
NOTHERDEED|NOTHERDEED|NOTHERDEED|NOTHERDEED|False|False|NONE
MOCHI|Mochi|MOCHI|Mochi|True|True|BASE
ING|Infinity Games|ING|Infinity Games|True|True|BNB Smart Chain(BEP20)
INJ|Injective|INJ|Injective|True|False|Ethereum(ERC20)
INJ|Injective|INJ|Injective|True|True|BNB Smart Chain(BEP20)
ZPC|ZenPandaCoin|ZPC|ZenPandaCoin|True|True|Arbitrum One(ARB)
INT|INT Chain|INT|INT Chain|False|False|INT
INS|iNFTspace|INS|iNFTspace|True|True|Polygon(MATIC)
PRTG|Pre-Retogeum|PRTG|Pre-Retogeum|False|True|Ethereum(ERC20)
INV|Inverse DAO|INV|Inverse DAO|True|True|Ethereum(ERC20)
INX|InsightProtocol|INX|InsightProtocol|False|True|Ethereum(ERC20)
PART|Particl|PART|Particl|True|True|PART
FOMOOLD|FOMO|FOMOOLD|FOMO|False|True|Ethereum(ERC20)
DORA|Dora Factory|DORA|Dora Factory|True|True|Ethereum(ERC20)
TYPOLD|The Youth Pay|TYPOLD|The Youth Pay|False|True|Ethereum(ERC20)
ICEOLD|Decentral Games ICE|ICEOLD|Decentral Games ICE|False|False|Polygon(MATIC)
LFG1|LessFnGas|LFG1|LessFnGas|True|True|Solana(SOL)
IP3|CRIPCO|IP3|CRIPCO|False|True|Solana(SOL)
RAB|Rabbit|RAB|Rabbit|True|True|BNB Smart Chain(BEP20)
RAD|Radicle|RAD|Radicle|True|True|Ethereum(ERC20)
RAE|RAE Token|RAE|RAE Token|False|True|Ethereum(ERC20)
EARN|Earn Network|EARN|Earn Network|True|True|Ethereum(ERC20)
RAK|Rake Finance|RAK|Rake Finance|True|True|Ethereum(ERC20)
AIDOGEXLM|AIDOGEXLM|AIDOGEXLM|AIDOGEXLM|True|True|Stellar(XLM)
ZOON|CryptoZoon|ZOON|CryptoZoon|True|True|BNB Smart Chain(BEP20)
RAM|Rambox|RAM|Rambox|True|True|BNB Smart Chain(BEP20)
PATH|PathDAO|PATH|PathDAO|False|True|Ethereum(ERC20)
BZNT|Bezant|BZNT|Bezant|False|False|Ethereum(ERC20)
MCOIN|mCoin|MCOIN|mCoin|True|True|Mcoin Network
RAT|ratsDAO|RAT|ratsDAO|True|True|Ethereum(ERC20)
RAY|Raydium|RAY|Raydium|True|True|Solana(SOL)
JEWEL|JEWEL|JEWEL|JEWEL|True|True|ONE
RBC|Rubic|RBC|Rubic|True|True|Ethereum(ERC20)
AREAOLD|Areon Network|AREAOLD|Areon Network|False|False|NONE
ZORO|Zoro Inu|ZORO|Zoro Inu|False|True|BNB Smart Chain(BEP20)
MIMO|Mimosa|MIMO|Mimosa|False|False|HECO
RBN|Ribbon|RBN|Ribbon|True|True|Ethereum(ERC20)
PASG|PASG|PASG|PASG|True|True|PASG
ZRX|0x|ZRX|0x|True|True|Ethereum(ERC20)
AAA|Moon Rabbit|AAA|MoonRabbit|True|True|Ethereum(ERC20)
AAA|Moon Rabbit|AAA|Moon Rabbit|True|True|BNB Smart Chain(BEP20)
SANTOS|Santos FC Fan Token|SANTOS|Santos FC Fan Token|True|True|BNB Smart Chain(BEP20)
WNXM|wNXM|WNXM|wNXM|True|True|Ethereum(ERC20)
RBT|Rabet|RBT|Rabet|False|True|Stellar(XLM)
DXCT|DNAxCAT|DXCT|DNAxCAT|False|True|BNB Smart Chain(BEP20)
RBW|Rainbow Token|RBW|Rainbow Token|True|True|Polygon(MATIC)
PEPEAI|Pepe AI|PEPEAI|Pepe AI|False|True|BNB Smart Chain(BEP20)
AAG|AAG|AAG|AAG|True|True|Ethereum(ERC20)
RBX|RabbitX|RBX|RabbitX|True|True|Ethereum(ERC20)
DOGELOGY|Dogelogy|DOGELOGY|Dogelogy|False|True|BNB Smart Chain(BEP20)
DUELOLD|Duel Network|DUELOLD|Duel Network|False|True|BNB Smart Chain(BEP20)
IQT|IQ Protocol|IQT|IQ Protocol|True|True|Ethereum(ERC20)
HEART|Humans.ai|HEART|Humans.ai|True|True|Ethereum(ERC20)
MATTEROLD|ANTIMATTER|MATTEROLD|ANTIMATTER|False|False|Ethereum(ERC20)
RCE|RICE|RCE|RICE|False|True|BNB Smart Chain(BEP20)
PACOIN|Pacman|PACOIN|Pacman|True|True|BNB Smart Chain(BEP20)
RCG|The Recharge|RCG|The Recharge|True|True|BNB Smart Chain(BEP20)
MILO|Milo Inu|MILO|Milo Inu|True|True|BNB Smart Chain(BEP20)
RCM|Metale Protocol|RCM|Metale Protocol|True|True|BNB Smart Chain(BEP20)
DOSE|DOSE|DOSE|DOSE|False|False|BNB Smart Chain(BEP20)
DOSE|DOSE|DOSE|DOSE|True|True|Ethereum(ERC20)
MILK|ILLUMICATI|MILK|ILLUMICATI|True|True|Ethereum(ERC20)
DIONE|Dione Protocol|DIONE|Dione Protocol|True|True|Ethereum(ERC20)
IRL|Rebase|IRL|Rebase|True|True|BNB Smart Chain(BEP20)
ABC|Angry Bulls Club|ABC|Angry Bulls Club|True|True|Polygon(MATIC)
TERA|Terareum|TERA|Terareum|False|False|Ethereum(ERC20)
ABL|Airbloc|ABL|Airbloc|False|False|Ethereum(ERC20)
ZTG|Zeitgeist|ZTG|Zeitgeist|False|True|ZTG
SPACE|MicroVisionChain|SPACE|MicroVisionChain|True|True|SPACE
NEOFI|NeoFi|NEOFI|NeoFi|False|True|BNB Smart Chain(BEP20)
XINU|X INU|XINU|X INU|True|True|Ethereum(ERC20)
ABS|ANGRY BIRDS SPACE|ABS|ANGRY BIRDS SPACE|False|True|BNB Smart Chain(BEP20)
RDF|ReadFi|RDF|ReadFi|False|True|BNB Smart Chain(BEP20)
ISA|Islander|ISA|Islander|False|True|Avalanche C Chain(AVAX CCHAIN)
DOVA|Dova Protocol|DOVA|Dova Protocol|True|True|Ethereum(ERC20)
DXGM|DEXGame|DXGM|DEXGame|True|True|Ethereum(ERC20)
RDN|RDN|RDN|RDN|False|False|Ethereum(ERC20)
TIGER|TigerCoin|TIGER|TigerCoin|False|True|Ethereum(ERC20)
ZTX|ZTX|ZTX|ZTX|True|True|Arbitrum One(ARB)
BING|Bitcoinbing|BING|Bitcoinbing|False|False|Ethereum(ERC20)
ACA|Acala Token|ACA|Acala Token|True|True|ACALA
ISK|ISKRA Token|ISK|ISKRA Token|False|False|Ethereum(ERC20)
ISK|ISKRA Token|ISK|ISKRA Token|True|True|Klaytn(KLAY)
RDR|Rise of Defenders|RDR|Rise of Defenders|True|True|BNB Smart Chain(BEP20)
ACE|Fusionist|ACE|Fusionist|True|True|BNB Smart Chain(BEP20)
ACH|Alchemy|ACH|Alchemy|True|True|Ethereum(ERC20)
ISP|Ispolink|ISP|Ispolink Token|True|True|Ethereum(ERC20)
ISP|Ispolink|ISP|Ispolink|True|False|BNB Smart Chain(BEP20)
ACK|AcknoLedger|ACK|AcknoLedger|False|True|BNB Smart Chain(BEP20)
MINA|Mina Protocol|MINA|Mina Protocol|True|True|MINA
ACM|AC Milan Fan Token|ACM|AC Milan Fan Token|False|False|Chiliz Chain(CHZ2)
BRAD|Brad Pitt|BRAD|Brad Pitt|False|True|Ethereum(ERC20)
ACN|ACN|ACN|ACN|True|True|MARO
VTHO|VeThor Token|VTHO|VeThor Token|True|True|VeChain(VET)
ACQ|Acquire.Fi|ACQ|Acquire.Fi|True|True|Ethereum(ERC20)
RED|RED TOKEN|RED|RED TOKEN|True|True|Ethereum(ERC20)
ACS|Access Protocol|ACS|Access Protocol|True|True|Solana(SOL)
REF|Ref Finance|REF|Ref Finance|True|False|NEAR Protocol(NEAR)
PIGCOIN|Pigcoin|PIGCOIN|Pigcoin|True|False|Polygon(MATIC)
MIND|Morpheus Labs|MIND|Morpheus Labs|True|True|Ethereum(ERC20)
ACX|Across Protocol|ACX|Across Protocol|True|True|Ethereum(ERC20)
ACX|Across Protocol|ACX|Across Protocol|True|False|Arbitrum One(ARB)
ACX|Across Protocol|ACX|Across Protocol|True|True|Optimism(OP)
REI|REI Network|REI|REI Network|True|True|REI
MINE|MINE|MINE|MINE|False|False|PLEX
ITA|Italian Football|ITA|Italian Football|False|True|Chiliz Legacy Chain(CHZ)
CAIOLD|CAI|CAIOLD|CAI|False|False|ERC20
REL|Relation|REL|Relation|True|True|Ethereum(ERC20)
PRIMAL|PRIMAL|PRIMAL|PRIMAL|True|True|BNB Smart Chain(BEP20)
REN|Republic Protocol|REN|Republic Protocol|True|True|Ethereum(ERC20)
VALOR|Smart Valor|VALOR|Smart Valor|False|True|Ethereum(ERC20)
ADA|Cardano|ADA|Cardano|True|True|Cardano(ADA)
RET|Renewable Energy|RET|Renewable Energy|True|True|BNB Smart Chain(BEP20)
TONCOIN|Toncoin|TONCOIN|Toncoin|False|False|BEP20(BSC)
INFD|InfinityDeFi |INFD|InfinityDeFi |False|True|Ethereum(ERC20)
BZRX|bZx Protocol|BZRX|bZx Protocol|False|False|Ethereum(ERC20)
